Season,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PA.1,AVG.1,IFH,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Spd,wRC+,wSB,UBR,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,XBR
2022,CLE,2338,5558,6163,1410,979,273,31,127,698,662,450,36,1122,81,52,22,115,119,27,0.253688377,6163,0.253688377,161,14,0.073016388,0.182054194,0.401069518,0.3160723,0.382511694,0.698583994,0.128823317,0.294198578,1.238451935,0.197044334,0.444245409,0.358710255,0.11173533,0.079275905,0.081149193,0.318181818,0.305640645,-19.49787664,685.2193074,5.013534032,99.82942227,6.975142852,6.99999959,-0.800000124,0.38492239,0.35521064,0.25986696,0.18093126,0.55609756,0.26297118,16.29858239
2022,ARI,2407,5351,6027,1232,773,262,24,173,702,658,531,14,1341,60,50,31,97,104,29,0.230237338,6027,0.230237338,112,25,0.088103534,0.222498755,0.395973154,0.304238985,0.385161652,0.689400637,0.154924314,0.272446616,1.192746809,0.186191425,0.442671984,0.37113659,0.110812625,0.116185359,0.063063063,0.316455696,0.302761035,-34.00158627,655.1644803,4.893690088,92.55093258,3.694029245,18.40000013,3.300000116,0.41456857,0.34563676,0.23979467,0.17330726,0.52187729,0.30481545,13.118136
2022,PIT,2340,5331,5912,1186,778,221,29,158,591,555,476,14,1497,54,32,19,96,89,32,0.222472331,5912,0.222472331,111,14,0.080514208,0.253213802,0.317969271,0.29119294,0.363721628,0.654914568,0.141249297,0.277238403,1.219020172,0.196451865,0.441429689,0.362118445,0.100864553,0.113832853,0.065602836,0.274509803,0.288710436,-98.87729747,577.1389271,4.404200492,82.06792916,-0.265721568,4.500000134,2.500000022,0.40499485,0.35041195,0.2445932,0.16992791,0.53475798,0.29531411,6.988255743
2022,CHC,2388,5425,6072,1293,838,265,31,159,657,620,507,16,1448,84,36,19,130,111,37,0.238341013,6072,0.238341013,133,15,0.083498023,0.238471673,0.350138121,0.311302048,0.386543778,0.697845826,0.148202765,0.29423975,1.325108853,0.197595792,0.457300275,0.345103931,0.103047895,0.115384615,0.072836801,0.384615384,0.306944885,-13.78684725,680.5248096,4.936175205,99.64540969,1.655829194,0.399999961,-3.800000027,0.41195437,0.34002976,0.24801587,0.17113095,0.53472222,0.29414683,6.453243207
2022,COL,2265,5540,6105,1408,945,280,34,149,698,669,453,10,1330,61,40,10,139,45,20,0.254151624,6105,0.254151624,144,9,0.074201474,0.217854217,0.340601503,0.315392189,0.397653429,0.713045618,0.143501805,0.306998293,1.422717469,0.20387432,0.467517127,0.328608551,0.079079798,0.107117181,0.072764022,0.333333333,0.312405148,12.87246751,710.9575573,4.171399418,87.66703896,-4.941122096,6.400000438,-4.100000113,0.37488263,0.37183099,0.25328638,0.17253521,0.52089202,0.30657277,4.541692633
2022,TEX,2365,5478,6029,1308,866,224,20,198,707,670,456,12,1446,47,38,10,82,128,41,0.238773274,6029,0.238773274,130,21,0.075634433,0.239840769,0.315352697,0.300880544,0.39539978,0.696280324,0.156626506,0.286673553,1.040276903,0.195932539,0.409970238,0.394097222,0.105097545,0.12460667,0.078644888,0.4375,0.304631441,-24.43012805,664.9646314,4.73718279,97.77449381,3.698898724,8.500000477,6.599999979,0.42426471,0.33848039,0.2372549,0.1627451,0.51642157,0.32083333,4.376239023
2022,TBR,2403,5412,6008,1294,842,296,17,139,666,634,500,13,1395,57,31,7,93,95,37,0.2390983,6008,0.2390983,133,11,0.08322237,0.232190412,0.358422939,0.3085,0.377124907,0.685624907,0.138026607,0.295471987,1.251924422,0.200893965,0.444251303,0.35485473,0.1126662,0.097270818,0.074343208,0.392857142,0.302204944,-36.21857835,650.7749056,4.328890746,100.0265431,-1.432415689,0.199999474,5.199999996,0.39654747,0.3541307,0.24932182,0.16325524,0.54771887,0.28902589,4.303785999
2022,TOR,2445,5555,6158,1464,945,307,12,200,775,756,500,13,1242,55,33,8,136,67,35,0.263546354,6158,0.263546354,124,4,0.081195193,0.20168886,0.402576489,0.328666775,0.431143114,0.759809889,0.16759676,0.304872165,1.309271523,0.19561707,0.456055363,0.348327566,0.109933774,0.132450331,0.062721294,0.210526315,0.331347282,105.5389075,809.6843593,3.673736207,117.9281517,-6.656103366,0.399999581,-4.200000122,0.40101056,0.34336243,0.25562701,0.15548921,0.5043638,0.34014699,3.513150501
2022,BAL,2359,5429,6049,1281,810,275,25,171,674,639,476,10,1390,83,43,12,95,95,31,0.235955056,6049,0.235955056,113,16,0.078690692,0.229790047,0.342446043,0.305090366,0.390311291,0.695401657,0.154356235,0.283814881,0.955205811,0.201877934,0.389918458,0.408203607,0.127118644,0.103510895,0.071609632,0.340425531,0.305248868,-21.96153853,669.72015,4.660831464,100.7498411,1.062417991,7.600000374,3.300000079,0.41377626,0.34709331,0.23913043,0.17586712,0.51978505,0.30434783,2.895298173
2022,LAD,2326,5526,6247,1418,850,325,31,212,847,812,607,22,1374,56,53,3,85,98,18,0.256605139,6247,0.256605139,120,5,0.097166639,0.219945573,0.441775836,0.333386735,0.441730003,0.775116738,0.185124864,0.302028549,0.896531791,0.21769194,0.36981402,0.412494039,0.070520231,0.122543352,0.077369439,0.357142857,0.336560484,133.4161424,847.7384284,4.992831604,119.1364485,6.2793962,3.200000711,10.40000001,0.42989544,0.33365019,0.23645437,0.13521863,0.5223384,0.34244297,2.707662448
