Season,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PA.1,AVG.1,IFH,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Spd,wRC+,wSB,UBR,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,XBR
2016,HOU,2334,5545,6204,1367,849,291,29,198,724,689,554,31,1452,47,31,27,134,102,44,0.246528403,6204,0.246528403,137,34,0.089297227,0.234042553,0.381542699,0.318601262,0.416591523,0.735192785,0.17006312,0.297758532,1.272017045,0.212456917,0.440915805,0.346627277,0.088778409,0.140625,0.076493579,0.386363636,0.31674877,-7.357503358,723.5015528,4.480716216,101.1488472,-0.812180261,-0.30000025,-4.300000072,0.43759036,0.34120482,0.22120482,0.1746988,0.49542169,0.32987952,9.390183458
2016,CHC,2332,5503,6335,1409,887,293,30,199,808,767,656,45,1339,96,37,42,108,66,34,0.256042158,6335,0.256042158,132,27,0.103551696,0.21136543,0.489917849,0.343452002,0.428675268,0.77212727,0.17263311,0.302348825,1.169761273,0.212515042,0.424548736,0.362936221,0.100132625,0.131962864,0.074829931,0.306818181,0.333325697,75.61238169,821.903826,4.132222411,105.6801149,-4.307533642,11.79999956,9.800000049,0.42823474,0.34951685,0.22224841,0.19538063,0.49658261,0.30803677,7.789275337
2016,MIN,2290,5618,6245,1409,886,288,35,200,722,690,513,24,1426,44,43,27,96,91,32,0.250800996,6245,0.250800996,103,20,0.082145716,0.228342674,0.359747545,0.316178835,0.421324314,0.737503149,0.170523318,0.299628252,1.16437459,0.208762269,0.425664352,0.365573378,0.091028159,0.130975769,0.057930258,0.238095238,0.316970623,-6.544545116,729.1444951,4.698814166,95.20512139,1.904599224,-1.39999976,7.300000131,0.41549296,0.33450704,0.25,0.18474178,0.50446009,0.31079812,6.389606885
2016,SDP,2355,5419,6000,1275,815,257,26,177,686,654,449,30,1500,58,36,36,93,125,45,0.235283262,6000,0.235283262,97,18,0.074833333,0.25,0.299333333,0.298892988,0.390293412,0.6891864,0.15501015,0.290629962,1.317164179,0.205475946,0.451637666,0.342886386,0.098507462,0.132089552,0.054957507,0.219512195,0.297324775,-106.8054808,600.0214594,4.97032967,84.23387257,3.663054074,16.60000035,4.500000067,0.3962406,0.34786967,0.25588972,0.18922306,0.50601504,0.3047619,5.276797398
2016,PHI,2348,5434,5992,1306,879,231,35,161,610,575,424,33,1376,58,30,46,111,96,45,0.240338608,5992,0.240338608,134,28,0.070761014,0.229639519,0.308139534,0.300706357,0.384615384,0.685321741,0.144276776,0.291571173,1.43204252,0.203630034,0.468920934,0.32744903,0.106302201,0.122247532,0.07104984,0.252252252,0.295993388,-111.4684439,594.4160603,4.574556199,81.26813027,-2.217723746,3.000000231,0.099999934,0.37865957,0.36970723,0.2516332,0.20880716,0.50616985,0.28502299,5.22855718
2016,COL,2369,5614,6236,1544,975,318,47,204,845,805,494,35,1330,40,34,54,113,66,39,0.275026718,6236,0.275026718,121,28,0.079217447,0.213277742,0.371428571,0.336137172,0.457427858,0.79356503,0.18240114,0.325717063,1.307212205,0.219563687,0.44217687,0.338259441,0.08737864,0.14147018,0.064190981,0.259259259,0.338709423,101.5446377,836.1734376,4.747825556,94.18217251,-6.086932662,5.300000079,1.900000192,0.37817433,0.34774651,0.27407916,0.18050789,0.49142073,0.32807138,5.181591791
2016,CLE,2366,5484,6155,1435,913,308,29,185,777,733,531,16,1246,49,60,31,137,134,31,0.261670313,6155,0.261670313,99,12,0.086271324,0.202437043,0.426163723,0.329033311,0.42961342,0.758646731,0.167943107,0.303914417,1.162835249,0.207904583,0.425865294,0.366230121,0.100893997,0.118135376,0.054365733,0.226415094,0.326424099,41.69102396,766.7776601,5.138822676,99.86591869,10.78418907,9.299999714,-4.29999993,0.41497227,0.33918669,0.24584104,0.17675601,0.51501848,0.30822551,4.419919045
2016,ARI,2399,5665,6260,1479,948,285,56,190,752,709,463,43,1427,50,38,43,117,137,31,0.261076787,6260,0.261076787,132,19,0.073961661,0.227955271,0.324456902,0.32046332,0.431774051,0.752237371,0.170697264,0.315467449,1.574272588,0.207449316,0.484677039,0.307873644,0.08805513,0.145482388,0.064202334,0.246753246,0.321324084,13.77419471,751.2303023,5.853417214,92.56060452,11.51657481,8.399999961,-2.199999891,0.37864752,0.35525706,0.26609541,0.1699861,0.49722094,0.33279296,4.058103101
2016,TBR,2281,5481,6046,1333,797,288,32,216,672,647,449,20,1482,69,28,18,88,60,37,0.243203794,6046,0.243203794,127,12,0.074263976,0.24512074,0.30296896,0.307117969,0.425652253,0.732770222,0.182448459,0.293098924,1.058785942,0.19570644,0.413629555,0.390664003,0.123961661,0.138019169,0.076644538,0.315789473,0.314507755,-18.20651325,694.0394335,4.134247249,98.26230001,-6.065824585,-0.399999909,6.100000061,0.43545994,0.31998022,0.24455984,0.1896637,0.48442136,0.32591494,3.91561317
2016,MIA,2460,5547,6133,1460,1031,259,42,128,655,626,447,40,1213,54,38,46,140,71,28,0.263205336,6133,0.263205336,157,16,0.072884395,0.197782488,0.368507831,0.322214919,0.394267171,0.71648209,0.131061835,0.313854853,1.63763608,0.215722543,0.486936416,0.29734104,0.084758942,0.099533437,0.074548907,0.170212765,0.309489612,-48.07324569,674.4216917,4.381256611,94.50379961,-0.620273623,5.299999982,-2.29999993,0.355284,0.36931432,0.27540167,0.20525006,0.49603983,0.29871012,3.071653057
