Season,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PA.1,AVG.1,IFH,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Spd,wRC+,wSB,UBR,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,XBR
2019,ATL,2411,5560,6302,1432,877,277,29,249,855,824,619,39,1467,60,35,25,104,89,28,0.257553956,6302,0.257553956,122,4,0.098222786,0.232783243,0.421949556,0.336467963,0.452158273,0.788626236,0.194604317,0.304975509,1.135098438,0.23553719,0.406417112,0.358045697,0.088934147,0.169042769,0.072966507,0.102564102,0.332072375,62.30716733,855.2098509,4.638214359,100.9799078,2.30693869,2.6000003,6.099999882,0.41656634,0.32530701,0.25812666,0.16060679,0.42619793,0.41319528,7.027614935
2019,SEA,2347,5500,6199,1305,784,254,28,239,758,730,588,7,1581,58,37,14,83,115,47,0.237272727,6199,0.237272727,109,5,0.094854008,0.255041135,0.371916508,0.315542616,0.424,0.739542616,0.186727273,0.286790422,1.045992115,0.208237986,0.404780066,0.386981947,0.097240473,0.157030223,0.068467336,0.135135135,0.314109779,-31.49105076,748.4524172,4.678643656,98.86174416,-0.55862634,6.799999937,7.200000033,0.39496222,0.33803526,0.26700252,0.19596977,0.47758186,0.32644836,5.7626152
2019,ARI,2418,5633,6315,1419,871,288,40,220,813,778,540,36,1360,70,40,31,120,88,14,0.251908396,6315,0.251908396,116,13,0.085510688,0.215360253,0.397058823,0.322934903,0.434404402,0.757339305,0.182496006,0.292939164,1.222736285,0.212780898,0.433052434,0.354166666,0.103106411,0.145406477,0.062702702,0.183098591,0.3191835,-8.229735761,786.3085769,5.119792387,93.37309474,8.357762714,11.40000017,-1.499999985,0.41008519,0.36380382,0.22611098,0.16647479,0.43771586,0.39580935,5.705350952
2019,LAD,2413,5493,6281,1414,813,302,20,279,886,861,607,47,1356,81,45,55,100,57,10,0.257418532,6281,0.257418532,115,7,0.096640662,0.215889189,0.447640117,0.337616447,0.472055343,0.80967179,0.214636811,0.290801947,1.07284345,0.220004808,0.403702813,0.376292377,0.086900958,0.17827476,0.06849315,0.089743589,0.338397085,94.00383735,884.2643507,4.229643639,109.7548506,3.879283814,2.800000206,5.200000122,0.4132641,0.34175124,0.24498466,0.15765872,0.41892849,0.42341279,5.318449479
2019,KCR,2269,5496,6080,1356,873,281,40,162,691,655,456,17,1405,59,42,24,113,117,39,0.24672489,6080,0.24672489,125,26,0.075,0.231085526,0.32455516,0.309102924,0.400836972,0.709939896,0.154112082,0.300679929,1.287642045,0.210926016,0.444145026,0.344928956,0.097301136,0.115056818,0.068946497,0.371428571,0.301837024,-95.66268183,669.3084886,5.1000442,84.003813,3.436928029,-4.600000069,-0.49999994,0.40125241,0.34031792,0.25842967,0.16859345,0.46242775,0.36897881,5.151538704
2019,PHI,2431,5571,6261,1369,817,311,26,215,774,742,562,47,1453,57,34,34,97,78,18,0.245736851,6261,0.245736851,119,15,0.089762018,0.232071554,0.38678596,0.31940874,0.426673846,0.746082586,0.180936995,0.293116586,1.1701553,0.218765192,0.42124453,0.359990277,0.126941255,0.14517218,0.068667051,0.208333333,0.31440883,-33.08003367,754.6641272,4.586313303,90.40900253,4.738642392,4.900000282,4.200000167,0.40946011,0.33874821,0.25179169,0.17773531,0.43191591,0.39034878,4.372198052
2019,DET,2316,5549,6039,1333,851,292,41,149,582,556,391,14,1595,48,42,9,108,57,20,0.240223463,6039,0.240223463,104,8,0.064745818,0.264116575,0.245141065,0.293864013,0.38817805,0.682042063,0.147954587,0.30777229,1.163713678,0.230206757,0.414019162,0.355774079,0.099929128,0.105598866,0.063337393,0.222222222,0.289518889,-158.9097486,600.9028991,4.43917415,77.47139781,-0.0857247,-7.399999902,0.699999906,0.39855072,0.34957521,0.25187406,0.15817091,0.45602199,0.3858071,3.114246887
2019,CLE,2321,5425,6124,1354,827,286,18,223,769,731,563,30,1332,50,46,40,110,103,35,0.249585253,6124,0.249585253,107,15,0.091933376,0.217504898,0.422672672,0.323307034,0.432258064,0.755565098,0.182672811,0.288815117,1.142204827,0.198242187,0.427490234,0.374267578,0.108936725,0.145466405,0.061107938,0.180722891,0.318972211,-5.298709393,765.2084366,4.454611343,97.41334758,2.293086903,2.800000124,-0.800000168,0.42498205,0.33117971,0.24383824,0.16511127,0.45010768,0.38478105,2.967457367
2019,STL,2413,5449,6167,1336,856,246,24,210,764,714,561,15,1420,76,39,40,110,116,29,0.245182602,6167,0.245182602,134,20,0.090968055,0.230257823,0.395070422,0.322122448,0.414755,0.736877448,0.169572398,0.291861067,1.131561008,0.222332753,0.412832628,0.364834618,0.08997955,0.143149284,0.080722891,0.229885057,0.314115119,-35.41548182,740.5018221,4.954020761,95.33094342,7.356627261,5.800000168,1.200000033,0.40993184,0.35199611,0.23807205,0.1657741,0.43184031,0.40238559,2.62583901
2019,TEX,2273,5540,6204,1374,831,296,24,223,810,765,534,18,1578,67,44,17,98,131,38,0.24801444,6204,0.24801444,105,20,0.0860735,0.25435203,0.338403041,0.319320937,0.430866425,0.750187362,0.182851985,0.304255881,1.209285714,0.22031762,0.426770859,0.35291152,0.092142857,0.159285714,0.062020082,0.357142857,0.317231813,-14.94687068,765.6256855,5.165082162,87.62781321,6.57852461,2.200000055,3.199999943,0.4108874,0.33333333,0.25577927,0.15336813,0.43450162,0.41213025,2.395493327
2019,WSN,2327,5512,6267,1460,904,298,27,231,873,824,584,33,1308,81,42,48,117,116,29,0.264876632,6267,0.264876632,115,30,0.093186532,0.208712302,0.44648318,0.341694806,0.454462989,0.796157795,0.189586357,0.306102117,1.112035851,0.21076555,0.415550239,0.37368421,0.104993597,0.147887323,0.066206102,0.263157894,0.335696075,80.28225284,868.7813195,5.080514702,103.7852771,7.230260193,-1.199999928,-2.299999915,0.41779227,0.32906381,0.25314392,0.18421053,0.45505356,0.36073591,1.448758762
2019,BAL,2386,5596,6189,1379,889,252,25,213,729,698,462,8,1435,71,37,22,111,84,30,0.246426018,6189,0.246426018,137,26,0.07464857,0.231862982,0.321951219,0.310087577,0.414581844,0.724669421,0.168155826,0.292597239,1.229419703,0.203279479,0.439353749,0.357366771,0.107287449,0.143724696,0.075192096,0.361111111,0.307808517,-65.418828,713.2664637,4.479924684,88.25802027,0.66078422,1.799999923,-0.49999994,0.41502726,0.34131311,0.24365963,0.18914435,0.48731927,0.32353638,0.807773641
2019,CHW,2311,5529,6042,1443,981,260,20,182,708,676,378,13,1549,66,32,36,114,63,28,0.26098752,6042,0.26098752,145,16,0.062562065,0.256372062,0.244028405,0.314238134,0.413998914,0.728237048,0.153011394,0.329242819,1.448947778,0.211543287,0.466499372,0.32195734,0.095089633,0.141855027,0.077998924,0.258064516,0.309148706,-57.44691086,702.7431898,3.940905694,91.63414316,-2.66429342,5.999999642,1.999999963,0.3797875,0.33333333,0.28687917,0.17568569,0.49617,0.3281443,0.176569304
