Name,Team,Name,Team,Season,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,IFH,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,WAR,Spd,wRC+,BsR,Def,wSB,UBR,Off,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,xBA,xSLG,xwOBA,XBR,O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),NameASCII,PlayerId,MLBAMID
"Adam Cimber","- - -","Adam Cimber","- - -",2021,30,72,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5202991305466218,-0.27818755196290446,-0.533379652964644,-0.022502055635559244,0.14285714,-100,0,0.24187670648097992,0,,-0.533379652964644,,0,0,1,0,1,0,86.31221008300781,19.93242835998535,0,0,86.3122,0,0,1,,,,,0.33333333,0.66666667,0.55555556,0,0.75,0.6,0.66666667,19.42857143,"Adam Cimber",15288,643256
"Adam Duvall","- - -","Adam Duvall","- - -",2021,32,146,513,555,117,60,17,2,38,67,113,35,1,174,4,3,0,7,5,0,0.228070175,7,0,0.063063063,0.313513513,0.201149425,0.281081081,0.49122807,0.772309151,0.263157895,0.259868421,0.563535911,0.172514619,0.298245614,0.529239766,0.14917127,0.209944751,0.06862745,0,0.3242618534108792,4.525085077286629,71.7110481342682,0.6395054242023517,2.289675503825253,4.172053738576653,100.90511550670323,-1.6070100595243275,5.181092739105225,0.6645929287187755,-3.7000001072883606,-0.9675046353219758,0.6000000238418579,0.47368421,0.35380117,0.17251462,0.1871345,0.45321637,0.35964912,89.76257538377193,23.612515276635598,55,0.16081871,113.756,150,0.43859649,342,0.227,0.499,0.33,-2.271602988243103,0.33175355,0.66183137,0.50046339,0.51428571,0.83424658,0.73055556,0.51112141,26.37652341,"Adam Duvall",10950,594807
"Adam Eaton","- - -","Adam Eaton","- - -",2021,32,84,254,288,51,33,10,2,6,38,30,22,0,71,7,1,4,6,3,0,0.200787401,5,3,0.076388888,0.246527777,0.309859154,0.28169014,0.326771653,0.608461793,0.125984252,0.252808988,1.586206896,0.166666666,0.511111111,0.322222222,0,0.103448275,0.054347826,0.375,0.27067482723316677,-10.374695340741194,24.489371975314103,-11.179612542140998,-0.6122959307360375,6.184746670166951,68.29467511099561,0.6949017052538693,-5.487165033817291,0.38780368911102414,0.7999999523162842,-10.484710836887128,0,0.36170213,0.33510638,0.30319149,0.17553191,0.55851064,0.26595745,86.57520345052083,8.290540228949652,8,0.04255319,107.358,64,0.34042553,188,0.216,0.309,0.275,0.30709801614284515,0.3083779,0.62139219,0.46869565,0.57225434,0.86885246,0.77365492,0.51217391,23.43173862,"Adam Eaton",11205,594809
"Adam Engel","CHW","Adam Engel","CHW",2021,29,39,123,140,31,15,9,0,7,21,18,11,0,31,5,1,0,4,7,1,0.25203252,1,0,0.078571428,0.221428571,0.354838709,0.335714285,0.495934959,0.831649244,0.243902439,0.279069767,1.181818181,0.225806451,0.419354838,0.354838709,0.181818181,0.212121212,0.025641025,0,0.3544630229473114,4.637553576444671,21.585364077304884,4.282953921770141,1.3700454886669682,5.852611919983644,124.9869535651862,1.7887586953584105,2.795287534594536,0.8745786549989134,0.800000011920929,6.071712617128552,-0.699999988079071,0.40860215,0.3655914,0.22580645,0.23655914,0.4516129,0.31182796,86.79109611092034,14.374466110061814,8,0.08602151,109.763,34,0.3655914,93,0.267,0.44,0.348,0.9141800403594971,0.32244898,0.66666667,0.50754717,0.50632911,0.85263158,0.75092937,0.53773585,24.15897436,"Adam Engel",15082,641553
"Adam Frazier","- - -","Adam Frazier","- - -",2021,29,155,577,639,176,130,36,5,5,83,43,48,2,69,10,1,3,10,10,5,0.305025996,10,2,0.07511737,0.10798122,0.695652173,0.367924528,0.410745233,0.778669761,0.105719237,0.339285714,1.386666666,0.293885601,0.41025641,0.295857988,0.08,0.033333333,0.048076923,0.4,0.34051614886954756,13.656497541253334,91.01114689875102,10.451729315702682,3.2653608572656254,4.825884288905476,112.84813382529514,-0.8872748301364481,1.56099134683609,-0.7332049594260752,0.8000000044703484,9.564454485566234,-0.20000001043081284,0.37109375,0.32421875,0.3046875,0.17578125,0.5859375,0.23828125,85.41368927908415,12.632267655476484,5,0.00976563,108.688,128,0.25,512,0.288,0.376,0.324,-0.15406987071037292,0.26709207,0.65816733,0.47576531,0.75426621,0.93341404,0.88650581,0.53358844,21.24648712,"Adam Frazier",15223,624428
"Adam Haseley","PHI","Adam Haseley","PHI",2021,25,9,21,21,4,3,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0.19047619,2,0,0,0.19047619,0,0.19047619,0.238095238,0.428571428,0.047619048,0.235294117,1.4,0.294117647,0.411764705,0.294117647,0.2,0,0.285714285,0,0.1847053567568461,-2.253896300582003,0.2882752745470293,-2.3932473183551544,-0.34919780278776735,2.64285714,10.479800306982625,-0.005703892791643739,-1.7879914864897728,-0.010267563862726092,0.20000001043081284,-2.398951211146798,0.10000000149011612,0.05882353,0.47058824,0.47058824,0.23529412,0.70588235,0.05882353,84.44230382582721,7.97064208984375,0,0,104.281,3,0.17647059,17,0.192,0.256,0.193,0.004563671071082354,0.27906977,0.73333333,0.51136364,0.5,0.87878788,0.77777778,0.51136364,20.45454545,"Adam Haseley",19878,656514
"Adam Wainwright","STL","Adam Wainwright","STL",2021,39,34,57,74,7,5,2,0,0,1,4,3,0,25,0,0,14,2,0,0,0.122807017,1,0,0.04054054,0.337837837,0.12,0.166666666,0.157894736,0.324561402,0.035087719,0.21875,2.285714285,0.148148148,0.592592592,0.259259259,0,0,0.0625,0,0.14922865529855092,-10.11439708318736,-1.1562686755898182,-10.344556306267041,0.10541243862195904,0.14285714,-9.807727601901869,-0.03635862097144127,8.949438095092773,-0.027380170300602913,,-10.380914927238482,,0.45652174,0.34782609,0.19565217,0.13043478,0.69565217,0.17391304,86.09706850405092,4.686674047399451,1,0.02173913,109.77,11,0.23913043,46,0.14,0.203,0.176,-0.008978450670838356,0.376,0.63448276,0.51481481,0.36170213,0.83695652,0.67625899,0.53703704,24.62105263,"Adam Wainwright",2233,425794
"Adbert Alzolay","CHC","Adbert Alzolay","CHC",2021,26,30,31,33,2,1,1,0,0,1,0,1,0,13,0,0,1,1,0,0,0.064516129,0,0,0.03030303,0.393939393,0.076923076,0.09375,0.096774193,0.190524193,0.032258064,0.111111111,15,0.058823529,0.882352941,0.058823529,1,0,0,0,0.0878880750387907,-6.185285547125277,-2.1904445004939403,-6.343672246980605,-0.1500113391791853,1.60119047125,-51.000905903767325,-0.2504412983544171,3.9909656047821045,-0.006845042575150728,,-6.594113545335022,,0.36842105,0.21052632,0.42105263,0.31578947,0.63157895,0.05263158,81.99015538832721,-24.900790943818933,0,0,102.367,1,0.05263158,19,0.064,0.07,0.08,-0.24359625577926636,0.37837838,0.46774194,0.43434343,0.42857143,0.75862069,0.65116279,0.62626263,20.45454545,"Adbert Alzolay",17859,640470
"Adolis García","TEX","Adolis García","TEX",2021,28,149,581,622,141,82,26,2,31,77,90,32,0,194,5,4,0,15,16,5,0.242685025,18,0,0.051446945,0.311897106,0.164948453,0.286173633,0.454388984,0.740562617,0.211703959,0.305555555,1.069620253,0.161538461,0.433333333,0.405128205,0.075949367,0.196202531,0.106508875,0,0.31422503498589494,-0.10365503397646457,75.19304590555963,-1.1380128499573758,2.8953886574430276,5.063999119026521,98.50564175324193,0.1482277458999306,8.556947231292725,0.6961039847228676,-1.700000137090683,-0.9897851040574452,-0.4000000059604645,0.44757033,0.31202046,0.24040921,0.09207161,0.51918159,0.3887468,90.95478766025641,14.716338641826923,45,0.11508951,112.415,177,0.45268542,391,0.22,0.422,0.299,-0.547876238822937,0.35433715,0.71772939,0.54066986,0.48267898,0.77464789,0.68141593,0.51275917,23.5995671,"Adolis Garcia",19287,666969
"Adonis Medina","PHI","Adonis Medina","PHI",2021,24,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2601495652733109,-0.13909377598145223,-0.26678532802441335,-0.011260604264438985,0.14285714,-100,0,0.12093835324048996,0,,-0.26678532802441335,,,,,,,,,,0,,,0,,0,,,0,,1,0.5,0.66666667,0,1,0.5,0.66666667,25.5,"Adonis Medina",19903,658431
"Adrian Houser","MIL","Adrian Houser","MIL",2021,28,28,42,46,3,1,0,0,2,2,2,2,0,30,0,0,2,0,0,0,0.071428571,0,0,0.04347826,0.652173913,0.066666666,0.113636363,0.214285714,0.327922077,0.142857143,0.1,1.25,0.181818181,0.454545454,0.363636363,0.25,0.5,0,0,0.14262558248910037,-6.538636861723708,-0.9700705542982089,-6.826879961770819,0.026757499878582558,0.14285714,-16.578158563656512,-0.012748313834890723,5.563164234161377,-0.010267563862726092,,-6.83962827560571,,0.07142857,0.57142857,0.35714286,0.14285714,0.64285714,0.21428571,85.39454234730114,5.440106478604403,2,0.14285714,109.042,5,0.35714286,14,0.1,0.218,0.158,-0.002480749972164631,0.31168831,0.41904762,0.37362637,0.08333333,0.54545455,0.38235294,0.57692308,19.41481481,"Adrian Houser",12718,605288
"Adrian Morejon","SDP","Adrian Morejon","SDP",2021,22,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.2601495652733109,-0.13909377598145223,-0.2597134231863282,-0.010551466820383722,0.14285714,-100,0,0.12093835324048996,0,,-0.2597134231863282,,0,0,1,0,1,0,97.35757446289062,-12.00922966003418,0,0,97.3576,1,1,1,0.229,0.275,0.223,,,1,1,,1,1,1,,"Adrian Morejon",20039,670970
"Adrian Sampson","CHC","Adrian Sampson","CHC",2021,29,11,7,11,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0.636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.86164521800642,-1.5300315357959744,-2.9144407846248623,-0.12184130165708235,0.14285714,-100,0,1.3303219079971313,0,,-2.9144407846248623,,0,0.25,0.75,0,1,0,,,0,0,,0,0,4,0,0,0,,0.09090909,0.61290323,0.47619048,0,0.63157895,0.6,0.73809524,17.22580645,"Adrian Sampson",13339,592716
"Adrián Sanchez","WSN","Adrián Sanchez","WSN",2021,30,16,35,38,9,7,2,0,0,5,1,3,1,4,0,0,0,2,0,0,0.257142857,1,0,0.078947368,0.105263157,0.75,0.315789473,0.314285714,0.630075187,0.057142857,0.29032258,1.5,0.166666666,0.5,0.333333333,0.2,0,0.066666666,0,0.27081387590717626,-1.371195456383532,3.2289245367070976,-1.6167282521703896,0.2522959591897396,2.1220238025,66.58001988887581,-0.3086768335197121,3.1665341705083847,-0.030802691588178277,-1.2000000178813934,-1.9254050856901017,-0.4000000059604645,0.48387097,0.35483871,0.16129032,0.22580645,0.64516129,0.12903226,80.95724283854166,12.204763793945313,0,0,104.927,6,0.19354839,31,0.234,0.278,0.252,-0.2778741419315338,0.31481481,0.74324324,0.5625,0.82352941,0.90909091,0.88888889,0.578125,24.82758621,"Adrian Sanchez",11338,506703
"AJ Pollock","LAD","AJ Pollock","LAD",2021,33,117,384,422,114,65,27,1,21,53,69,30,4,80,6,2,0,4,9,1,0.296875,17,0,0.071090047,0.189573459,0.375,0.355450236,0.536458333,0.891908569,0.239583333,0.326315789,1.033898305,0.215686274,0.39869281,0.385620915,0.050847457,0.177966101,0.139344262,0,0.3748424556551938,21.09446307259286,72.18000615375722,19.803684644276743,3.151235645148568,4.38209941057941,136.86262914607624,0.9175688920076936,-3.453555703163147,1.0486922559794039,-1,20.721253536284436,0.6000000238418579,0.44444444,0.33660131,0.21895425,0.1372549,0.4869281,0.37581699,90.31939376027961,11.960780093544408,34,0.11111111,111.242,144,0.47058824,306,0.282,0.499,0.359,-0.1311233639717102,0.32503458,0.72506739,0.52764505,0.5106383,0.88289963,0.76972833,0.50648464,27.97345133,"AJ Pollock",9256,572041
"Akil Baddoo","DET","Akil Baddoo","DET",2021,22,124,413,461,107,67,20,7,13,60,55,45,1,122,0,3,0,5,18,4,0.259079903,10,0,0.097613882,0.264642082,0.368852459,0.329718004,0.435835351,0.765553355,0.176755448,0.334519572,1.026086956,0.207482993,0.401360544,0.391156462,0.095652173,0.113043478,0.084745762,0,0.3287516450104506,5.463933932249455,61.27065279579631,4.685949775044827,1.6971667634273122,7.27940014981476,108.30222783498718,2.5085392261389643,-6.061432600021362,1.542807366931811,2.000000089406967,7.194489001183792,0.4000000059604645,0.37755102,0.35034014,0.27210884,0.17687075,0.51020408,0.31292517,85.9973825467687,13.757984394929847,26,0.08843537,111.751,95,0.32312925,294,0.227,0.403,0.309,0.9657318592071533,0.23825137,0.66943005,0.45957447,0.50917431,0.79102167,0.71990741,0.51329787,23.56543385,"Akil Baddoo",22168,668731
"Alan Trejo","COL","Alan Trejo","COL",2021,25,28,46,50,10,7,2,0,1,7,3,3,1,15,0,1,0,2,0,0,0.217391304,1,0,0.06,0.3,0.2,0.26,0.326086956,0.586086956,0.108695652,0.29032258,1.25,0.15625,0.46875,0.375,0.083333333,0.083333333,0.066666666,0,0.2454414696109538,-2.853833233303895,3.1989562312890385,-4.0731840779255535,-0.3890511879409444,2.64285714,36.0093105784709,-0.9477879053447396,-0.5363631546497345,-0.030802691588178277,-0.6000000238418579,-5.020971983270293,0,0.34375,0.40625,0.25,0.1875,0.53125,0.28125,87.67970275878906,10.938310623168945,1,0.03125,103.905,13,0.40625,32,0.245,0.376,0.278,-0.9169852137565613,0.3908046,0.64583333,0.52459016,0.67647059,0.77419355,0.73958333,0.52459016,24.28787879,"Alan Trejo",20056,676701
"Albert Almora Jr.","NYM","Albert Almora Jr.","NYM",2021,27,47,52,54,6,3,3,0,0,3,0,2,0,17,0,0,0,1,0,0,0.115384615,0,0,0.037037037,0.314814814,0.117647058,0.148148148,0.173076923,0.321225071,0.057692308,0.171428571,1.727272727,0.142857142,0.542857142,0.314285714,0.09090909,0,0,0,0.14343590096191125,-7.639587350909141,-1.102574729148773,-7.659926005427269,-0.5019296939743095,1.86160714,-11.425238063757513,0.46909568342380226,0.37360885739326477,-0.01711260643787682,0,-7.190830322003467,0,0.4,0.42857143,0.17142857,0.17142857,0.45714286,0.37142857,90.26331612723214,7.6682373046875,0,0,106.441,16,0.45714286,35,0.138,0.188,0.161,0.4862082898616791,0.46153846,0.6635514,0.56398104,0.47916667,0.83098592,0.68907563,0.507109,23.51282051,"Albert Almora Jr.",14109,546991
"Albert Pujols","- - -","Albert Pujols","- - -",2021,41,109,275,296,65,45,3,0,17,29,50,14,3,45,5,2,0,14,2,0,0.236363636,3,0,0.047297297,0.152027027,0.311111111,0.283783783,0.432727272,0.716511055,0.196363636,0.223255813,1.21590909,0.159482758,0.461206896,0.379310344,0.09090909,0.193181818,0.028037383,0,0.3024293163937513,-2.9411977623051864,32.89131586808498,-3.89880532961552,0.1043065169968791,2.432939763329976,89.22240083277438,0.03011346678249538,-5.086878061294556,0.19122620741836727,-1.1000001430511475,-3.8686918628330247,-1.5,0.50431034,0.23706897,0.25862069,0.17241379,0.44827586,0.37931034,90.29237102640086,11.968941524110992,21,0.09051724,112.881,91,0.39224138,232,0.256,0.46,0.322,-0.1611127406358719,0.31182796,0.62831858,0.47105966,0.60344828,0.89295775,0.79773157,0.50311665,24.675709,"Albert Pujols",1177,405395
"Alcides Escobar","WSN","Alcides Escobar","WSN",2021,34,75,319,349,92,65,21,2,4,53,28,17,0,56,9,2,2,2,3,0,0.288401253,9,5,0.048710601,0.160458452,0.303571428,0.340057636,0.404388714,0.74444635,0.115987461,0.33716475,1.467532467,0.266409266,0.436293436,0.297297297,0.077922077,0.051948051,0.079646017,0.625,0.32458725648929476,2.933982740234759,45.18245320309344,0.6789578526133564,1.3892025305914752,5.329722106374163,101.52816463415469,-0.11086006346158683,1.5768030881881714,0.2885505717713386,0.7999999523162842,0.5680977891517696,1.2999999523162842,0.34456929,0.37078652,0.28464419,0.2247191,0.56928839,0.20599251,81.65363326496139,11.10655182945222,8,0.02996255,105.743,56,0.20973783,267,0.271,0.362,0.309,-0.3994106352329254,0.33843798,0.67172414,0.5137881,0.64253394,0.85831622,0.79096045,0.52612482,23.62893701,"Alcides Escobar",6310,444876
"Alec Bettinger","MIL","Alec Bettinger","MIL",2021,25,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2601495652733109,-0.13909377598145223,-0.26641571962216115,-0.011223541667631554,0.14285714,-100,0,0.12093835324048996,0,,-0.26641571962216115,,,,,,,,,,0,,,0,,0,,,0,,,0.33333333,0.33333333,,0,0,1,14.5,"Alec Bettinger",20312,676424
"Alec Bohm","PHI","Alec Bohm","PHI",2021,24,115,380,417,94,72,15,0,7,46,47,31,0,111,2,4,0,12,4,0,0.247368421,10,0,0.074340527,0.26618705,0.279279279,0.304556354,0.342105263,0.646661617,0.094736842,0.327067669,2.322580645,0.245421245,0.527472527,0.227106227,0.064516129,0.112903225,0.069444444,0,0.28501052593441606,-10.148984952238843,40.331279182466226,-12.916098019448564,-0.020981179872092026,3.576520682636062,75.66966810344947,-0.3237035742495209,-0.9598240852355957,0.4406352767255157,-1.9000000953674316,-13.239801593698084,-1,0.28571429,0.3992674,0.31501832,0.12087912,0.4981685,0.38095238,92.04405702260148,5.599856218288745,18,0.06593407,111.647,135,0.49450549,273,0.261,0.392,0.313,-0.7643388509750366,0.26207729,0.71309524,0.48920863,0.66359447,0.79632721,0.76102941,0.50359712,23.74899437,"Alec Bohm",21618,664761
"Alec Mills","CHC","Alec Mills","CHC",2021,29,33,32,36,1,0,1,0,0,1,0,0,0,26,0,0,4,0,0,0,0.03125,0,0,0,0.722222222,0,0.03125,0.0625,0.09375,0.03125,0.166666666,1,0,0.5,0.5,0,0,0,0,0.03880145400762558,-8.209659289516376,-3.8516508750094642,-8.382444780267642,-0.2884339913305366,2.64285714,-82.90305373756502,-0.05556027591228485,4.353780746459961,0,,-8.438005056179927,,0.1,0.7,0.2,0.1,0.8,0.1,89.44083658854167,-2.5306952794392905,0,0,100.077,1,0.1,10,0.034,0.048,0.035,-0.05556027591228485,0.13559322,0.37777778,0.28187919,0.25,0.67647059,0.5952381,0.60402685,19.94545455,"Alec Mills",13834,621219
