Name,Team,Name,Team,Season,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,IFH,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,WAR,Spd,wRC+,BsR,Def,wSB,UBR,Off,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,xBA,xSLG,xwOBA,XBR,O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),NameASCII,PlayerId,MLBAMID
"Aaron Hicks","LAA","Aaron Hicks","LAA",2024,34,18,57,63,8,7,0,0,1,6,5,6,0,23,0,0,0,1,0,0,0.140350877,1,0,0.095238095,0.365079365,0.260869565,0.222222222,0.192982456,0.415204678,0.052631579,0.212121212,2.222222222,0.147058823,0.588235294,0.264705882,0.111111111,0.111111111,0.05,0,0.196132863324786,-5.782849847607633,1.5867686650824344,-5.768071680598279,-0.5157248090107932,1.92170329,19.982589648980827,0.16191739588975906,-1.4905369281768799,-0.10260149091482162,,-5.60615428470852,,0.52941176,0.29411765,0.17647059,0.23529412,0.41176471,0.35294118,87.46702621922348,4.6719411214192705,2,0.05882353,105.014,12,0.35294118,34,0.192,0.272,0.248,0.2645188868045807,0.25179856,0.6137931,0.43661972,0.45714286,0.79775281,0.7016129,0.51056338,18.30454545,"Aaron Hicks",5297,543305
"Aaron Judge","NYY","Aaron Judge","NYY",2024,32,158,559,704,180,85,36,1,58,122,144,133,20,171,9,2,0,22,10,0,0.322003577,10,0,0.188920454,0.242897727,0.777777777,0.458036984,0.701252236,1.15928922,0.379248659,0.367469879,0.661111111,0.233333333,0.305128205,0.461538461,0.055555555,0.322222222,0.084033613,0,0.4757340011100992,93.8070330089052,176.15959543642595,95.39443773684098,11.181617640373243,3.920110021496349,218.42537975678286,-0.4367576614022255,-10.191737651824951,0.3662685975432396,1.7000000476837158,94.95768007543876,-1.2000000476837158,0.4,0.34871795,0.25128205,0.07179487,0.45128205,0.47692308,96.22869135604113,18.887951377731362,105,0.2685422,117.516,238,0.60869565,391,0.31,0.723,0.479,-0.8030262589454651,0.17253278,0.66992324,0.41984733,0.376,0.80104167,0.71322314,0.49722415,18.99179207,"Aaron Judge",15640,592450
"Aaron Schunk","COL","Aaron Schunk","COL",2024,26,39,94,98,22,17,3,0,2,14,7,4,1,31,0,0,0,0,0,1,0.234042553,2,0,0.040816326,0.31632653,0.129032258,0.265306122,0.329787234,0.595093356,0.095744681,0.327868852,1.04347826,0.241935483,0.387096774,0.370967741,0.04347826,0.086956521,0.083333333,0,0.2568972663781078,-4.202671537703794,7.26117948203631,-5.921451384729665,0.02753458628004087,3.2793496029199147,49.47098782779353,-0.6464067101478577,3.570217490196228,-0.5628548562526703,0.4000000059604645,-6.567858094877523,0.4000000059604645,0.41269841,0.31746032,0.26984127,0.14285714,0.55555556,0.3015873,85.51989946209017,11.746085745389344,3,0.04761905,108.826,20,0.31746032,63,0.205,0.307,0.236,-0.08355185389518738,0.42458101,0.70833333,0.57142857,0.53947368,0.83088235,0.72641509,0.51752022,19.57992565,"Aaron Schunk",25524,668845
"Abraham Toro","OAK","Abraham Toro","OAK",2024,27,94,337,364,81,57,17,1,6,34,26,20,1,62,5,0,2,4,4,2,0.240356083,7,0,0.054945054,0.17032967,0.322580645,0.292817679,0.350148367,0.642966046,0.109792284,0.278810408,1.22,0.192727272,0.443636363,0.363636363,0.09,0.06,0.057377049,0,0.2830058539343012,-7.960910872189377,34.61910720113101,-5.483960405556534,0.7371336363852518,3.554000575755974,86.83298532864347,0.5985025241971016,-0.1285039186477661,-0.6492990180850029,1.1000000834465027,-4.885457881359432,0.30000001192092896,0.40794224,0.36462094,0.22743682,0.1732852,0.57761733,0.24909747,87.17985085227272,12.238055752840909,12,0.0433213,109.887,81,0.29241877,277,0.245,0.365,0.291,1.2478015422821045,0.3270073,0.62341326,0.47776184,0.69642857,0.92307692,0.84684685,0.50860832,17.88932039,"Abraham Toro",19844,647351
"Adael Amador","COL","Adael Amador","COL",2024,21,10,35,36,6,5,1,0,0,1,0,1,0,6,0,0,0,1,1,0,0.171428571,1,0,0.027777777,0.166666666,0.166666666,0.194444444,0.2,0.394444444,0.028571429,0.206896551,1.25,0.068965517,0.517241379,0.413793103,0,0,0.066666666,0,0.17644806702931723,-3.8748521219315477,0.33635845674849074,-4.506240637165542,-0.4001911552675809,3.88081632084824,-4.67683781676049,-0.8024841547012329,0.23471063375473022,0.15264546871185303,-1.2999999970197678,-5.308724791866775,-0.20000000298023224,0.48275862,0.31034483,0.20689655,0.03448276,0.62068966,0.34482759,88.21267264229911,17.14483642578125,2,0.06896552,103.638,9,0.31034483,29,0.242,0.333,0.264,-0.9551296234130859,0.53571429,0.66666667,0.60504202,0.63333333,0.9047619,0.79166667,0.52941176,19.3875,"Adael Amador",27962,691182
"Adam Duvall","ATL","Adam Duvall","ATL",2024,35,104,303,330,55,34,10,0,11,29,30,21,0,99,5,1,0,6,0,0,0.181518151,17,0,0.063636363,0.3,0.212121212,0.245454545,0.323432343,0.568886888,0.141914192,0.226804123,0.615384615,0.180487804,0.312195121,0.507317073,0.163461538,0.10576923,0.265625,0,0.2519425843701218,-15.467836220277832,23.13492741762252,-16.55483852745442,-1.1009001669651788,1.248626365,58.04828449775619,-0.2777974605560303,-4.818827390670776,-0.4735453426837921,-0.5000000223517418,-16.832635988010452,-0.10000000149011612,0.52195122,0.30243902,0.17560976,0.22439024,0.43414634,0.34146341,86.87356135670731,22.17744140625,22,0.10731707,112.96,75,0.36585366,205,0.197,0.387,0.283,0.19574788212776184,0.32059801,0.64769231,0.49041534,0.51295337,0.847981,0.74267101,0.51916933,19.70184984,"Adam Duvall",10950,594807
"Adam Frazier","KCR","Adam Frazier","KCR",2024,32,104,262,294,53,38,10,1,4,35,22,22,0,59,7,0,3,0,3,0,0.202290076,5,1,0.074829931,0.200680272,0.372881355,0.281786941,0.293893129,0.57568007,0.091603053,0.246231155,1.05479452,0.253731343,0.383084577,0.363184079,0.06849315,0.05479452,0.064935064,0.2,0.26130598209977557,-11.564784759988974,22.826768299231343,-12.402985895385932,-0.5817505903425909,5.128363189473098,63.129985191686686,0.20991256088018417,-3.254357099533081,0.07120770961046219,1.7000000476837158,-12.193073334505748,1.2000000476837158,0.40291262,0.33009709,0.26699029,0.18932039,0.57281553,0.23786408,84.49832866915423,15.31786866449005,6,0.02912621,106.297,47,0.22815534,206,0.238,0.318,0.286,0.13870485126972198,0.27444254,0.64968153,0.46903386,0.63125,0.89705882,0.8221831,0.51857969,18.16301969,"Adam Frazier",15223,624428
"Addison Barger","TOR","Addison Barger","TOR",2024,24,69,208,225,41,23,11,0,7,20,28,14,0,60,1,1,0,1,2,0,0.197115384,1,0,0.062222222,0.266666666,0.233333333,0.25,0.350961538,0.600961538,0.153846154,0.239436619,1.166666666,0.2147651,0.422818791,0.362416107,0.185185185,0.129629629,0.015873015,0,0.2624712219195707,-8.63958310982859,17.68048300692165,-7.783579572054505,-0.30232577637824953,3.276426985954774,69.76630384824855,0.5425369888544083,-3.19740492105484,0.1000879555940628,0.10000002384185791,-7.241042583200096,1.100000023841858,0.38255034,0.33557047,0.28187919,0.2147651,0.4295302,0.3557047,88.27378959396259,12.130348973626258,12,0.08,110.706,57,0.38,150,0.228,0.387,0.291,0.44244903326034546,0.30656934,0.59734513,0.45886443,0.57142857,0.84444444,0.75757576,0.52375435,17.02076677,"Addison Barger",24598,680718
"Adley Rutschman","BAL","Adley Rutschman","BAL",2024,26,148,571,638,143,102,21,1,19,68,79,58,3,103,2,7,0,9,1,0,0.250437828,7,0,0.09090909,0.161442006,0.563106796,0.318181818,0.390542907,0.708724725,0.140105079,0.271929824,0.803921568,0.225263157,0.345263157,0.429473684,0.107843137,0.093137254,0.042682926,0,0.30890228964212374,-0.6556201001789808,73.9763895997617,2.703300935945249,2.8367761566364633,2.0712860585714807,103.70312275446855,-2.912745825946331,6.378645718097687,-1.0548951551318169,-0.6000000238418579,-0.20944489000108213,0.699999988079071,0.42105263,0.35789474,0.22105263,0.15578947,0.55789474,0.28631579,88.16754934210526,18.77313939144737,29,0.06105263,109.323,173,0.36421053,475,0.255,0.393,0.315,-1.8578506708145142,0.30163679,0.58473282,0.4446587,0.73385013,0.89817232,0.84301821,0.50520632,18.91897436,"Adley Rutschman",26288,668939
"Adolis García","TEX","Adolis García","TEX",2024,31,154,580,637,130,78,27,0,25,68,85,45,2,177,6,6,0,12,11,5,0.224137931,11,0,0.070643642,0.277864992,0.254237288,0.284144427,0.4,0.684144427,0.175862069,0.2734375,0.885714285,0.193154034,0.378973105,0.42787286,0.12,0.142857142,0.070967741,0,0.2958071366069824,-7.3684263484995665,67.14660527981111,-5.914820137850553,-0.19531122669950352,3.4816528285459327,91.88485090815523,-0.6819234117865562,-16.55925178527832,-0.8273696526885033,-2.0000000596046448,-6.596743549637109,0.30000001192092896,0.39853301,0.31784841,0.28361858,0.17114914,0.46454768,0.36430318,91.01698786855037,14.971169811501843,50,0.12224939,116.077,196,0.4792176,409,0.227,0.413,0.306,0.14544624090194702,0.34230194,0.71989967,0.52052092,0.48471616,0.77816492,0.6762699,0.47198106,17.68588049,"Adolis Garcia",19287,666969
